id,hebrew_year,hebrew_month,hebrew_month_translit,hebrew_day,gregorian_year,gregorian_date,category,subcategory,sequence,occasion_he,occasion_en,detail,parsha,entry_url,page_url,title,description,hebrew_content,pdf_url,audio_url,video_url,scraped_at,last_updated,content_fetched,sources_extracted,processing_status
86,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112786,https://www.mafteiach.app/farbrengen/11112786,Farbrengen 11112786,,,,,,2026-04-19 22:39:16,,0,0,discovered
87,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112787,https://www.mafteiach.app/farbrengen/11112787,Farbrengen 11112787,,,,,,2026-04-19 22:39:16,,0,0,discovered
88,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112788,https://www.mafteiach.app/farbrengen/11112788,Farbrengen 11112788,,,,,,2026-04-19 22:39:16,,0,0,discovered
89,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112789,https://www.mafteiach.app/farbrengen/11112789,Farbrengen 11112789,,,,,,2026-04-19 22:39:16,,0,0,discovered
90,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112790,https://www.mafteiach.app/farbrengen/11112790,Farbrengen 11112790,,,,,,2026-04-19 22:39:16,,0,0,discovered
91,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112791,https://www.mafteiach.app/farbrengen/11112791,Farbrengen 11112791,,,,,,2026-04-19 22:39:16,,0,0,discovered
92,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112792,https://www.mafteiach.app/farbrengen/11112792,Farbrengen 11112792,,,,,,2026-04-19 22:39:16,,0,0,discovered
93,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112793,https://www.mafteiach.app/farbrengen/11112793,Farbrengen 11112793,,,,,,2026-04-19 22:39:16,,0,0,discovered
94,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112794,https://www.mafteiach.app/farbrengen/11112794,Farbrengen 11112794,,,,,,2026-04-19 22:39:16,,0,0,discovered
95,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112795,https://www.mafteiach.app/farbrengen/11112795,Farbrengen 11112795,,,,,,2026-04-19 22:39:16,,0,0,discovered
96,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112796,https://www.mafteiach.app/farbrengen/11112796,Farbrengen 11112796,,,,,,2026-04-19 22:39:16,,0,0,discovered
97,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112798,https://www.mafteiach.app/farbrengen/11112798,Farbrengen 11112798,,,,,,2026-04-19 22:39:16,,0,0,discovered
98,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112799,https://www.mafteiach.app/farbrengen/11112799,Farbrengen 11112799,,,,,,2026-04-19 22:39:16,,0,0,discovered
99,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112800,https://www.mafteiach.app/farbrengen/11112800,Farbrengen 11112800,,,,,,2026-04-19 22:39:16,,0,0,discovered
100,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112801,https://www.mafteiach.app/farbrengen/11112801,Farbrengen 11112801,,,,,,2026-04-19 22:39:16,,0,0,discovered
101,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112802,https://www.mafteiach.app/farbrengen/11112802,Farbrengen 11112802,,,,,,2026-04-19 22:39:16,,0,0,discovered
102,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112803,https://www.mafteiach.app/farbrengen/11112803,Farbrengen 11112803,,,,,,2026-04-19 22:39:16,,0,0,discovered
103,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112804,https://www.mafteiach.app/farbrengen/11112804,Farbrengen 11112804,,,,,,2026-04-19 22:39:16,,0,0,discovered
104,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112805,https://www.mafteiach.app/farbrengen/11112805,Farbrengen 11112805,,,,,,2026-04-19 22:39:16,,0,0,discovered
105,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112806,https://www.mafteiach.app/farbrengen/11112806,Farbrengen 11112806,,,,,,2026-04-19 22:39:16,,0,0,discovered
106,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112807,https://www.mafteiach.app/farbrengen/11112807,Farbrengen 11112807,,,,,,2026-04-19 22:39:16,,0,0,discovered
107,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112808,https://www.mafteiach.app/farbrengen/11112808,Farbrengen 11112808,,,,,,2026-04-19 22:39:16,,0,0,discovered
108,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112809,https://www.mafteiach.app/farbrengen/11112809,Farbrengen 11112809,,,,,,2026-04-19 22:39:16,,0,0,discovered
109,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112810,https://www.mafteiach.app/farbrengen/11112810,Farbrengen 11112810,,,,,,2026-04-19 22:39:16,,0,0,discovered
110,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112811,https://www.mafteiach.app/farbrengen/11112811,Farbrengen 11112811,,,,,,2026-04-19 22:39:16,,0,0,discovered
111,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112812,https://www.mafteiach.app/farbrengen/11112812,Farbrengen 11112812,,,,,,2026-04-19 22:39:16,,0,0,discovered
112,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112813,https://www.mafteiach.app/farbrengen/11112813,Farbrengen 11112813,,,,,,2026-04-19 22:39:16,,0,0,discovered
113,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11116164,https://www.mafteiach.app/farbrengen/11116164,Farbrengen 11116164,,,,,,2026-04-19 22:39:16,,0,0,discovered
114,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11116175,https://www.mafteiach.app/farbrengen/11116175,Farbrengen 11116175,,,,,,2026-04-19 22:39:16,,0,0,discovered
115,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11116176,https://www.mafteiach.app/farbrengen/11116176,Farbrengen 11116176,,,,,,2026-04-19 22:39:16,,0,0,discovered
116,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11116177,https://www.mafteiach.app/farbrengen/11116177,Farbrengen 11116177,,,,,,2026-04-19 22:39:16,,0,0,discovered
117,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11116178,https://www.mafteiach.app/farbrengen/11116178,Farbrengen 11116178,,,,,,2026-04-19 22:39:16,,0,0,discovered
118,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11116179,https://www.mafteiach.app/farbrengen/11116179,Farbrengen 11116179,,,,,,2026-04-19 22:39:16,,0,0,discovered
119,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11116190,https://www.mafteiach.app/farbrengen/11116190,Farbrengen 11116190,,,,,,2026-04-19 22:39:16,,0,0,discovered
120,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11116191,https://www.mafteiach.app/farbrengen/11116191,Farbrengen 11116191,,,,,,2026-04-19 22:39:16,,0,0,discovered
121,5710,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11116232,https://www.mafteiach.app/farbrengen/11116232,Farbrengen 11116232,,,,,,2026-04-19 22:39:16,,0,0,discovered
20,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112814,https://www.mafteiach.app/farbrengen/11112814,Farbrengen 11112814,,,,,,2026-04-19 22:39:15,,0,0,discovered
21,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112815,https://www.mafteiach.app/farbrengen/11112815,Farbrengen 11112815,,,,,,2026-04-19 22:39:15,,0,0,discovered
22,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112816,https://www.mafteiach.app/farbrengen/11112816,Farbrengen 11112816,,,,,,2026-04-19 22:39:15,,0,0,discovered
23,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112817,https://www.mafteiach.app/farbrengen/11112817,Farbrengen 11112817,,,,,,2026-04-19 22:39:15,,0,0,discovered
24,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112818,https://www.mafteiach.app/farbrengen/11112818,Farbrengen 11112818,,,,,,2026-04-19 22:39:15,,0,0,discovered
25,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112819,https://www.mafteiach.app/farbrengen/11112819,Farbrengen 11112819,,,,,,2026-04-19 22:39:15,,0,0,discovered
26,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112820,https://www.mafteiach.app/farbrengen/11112820,Farbrengen 11112820,,,,,,2026-04-19 22:39:15,,0,0,discovered
27,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112821,https://www.mafteiach.app/farbrengen/11112821,Farbrengen 11112821,,,,,,2026-04-19 22:39:15,,0,0,discovered
28,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112822,https://www.mafteiach.app/farbrengen/11112822,Farbrengen 11112822,,,,,,2026-04-19 22:39:15,,0,0,discovered
29,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112823,https://www.mafteiach.app/farbrengen/11112823,Farbrengen 11112823,,,,,,2026-04-19 22:39:15,,0,0,discovered
30,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112824,https://www.mafteiach.app/farbrengen/11112824,Farbrengen 11112824,,,,,,2026-04-19 22:39:15,,0,0,discovered
31,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112825,https://www.mafteiach.app/farbrengen/11112825,Farbrengen 11112825,,,,,,2026-04-19 22:39:15,,0,0,discovered
32,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112826,https://www.mafteiach.app/farbrengen/11112826,Farbrengen 11112826,,,,,,2026-04-19 22:39:15,,0,0,discovered
33,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112827,https://www.mafteiach.app/farbrengen/11112827,Farbrengen 11112827,,,,,,2026-04-19 22:39:15,,0,0,discovered
34,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112828,https://www.mafteiach.app/farbrengen/11112828,Farbrengen 11112828,,,,,,2026-04-19 22:39:15,,0,0,discovered
35,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112829,https://www.mafteiach.app/farbrengen/11112829,Farbrengen 11112829,,,,,,2026-04-19 22:39:15,,0,0,discovered
36,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112830,https://www.mafteiach.app/farbrengen/11112830,Farbrengen 11112830,,,,,,2026-04-19 22:39:15,,0,0,discovered
37,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112831,https://www.mafteiach.app/farbrengen/11112831,Farbrengen 11112831,,,,,,2026-04-19 22:39:15,,0,0,discovered
38,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112832,https://www.mafteiach.app/farbrengen/11112832,Farbrengen 11112832,,,,,,2026-04-19 22:39:15,,0,0,discovered
39,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112833,https://www.mafteiach.app/farbrengen/11112833,Farbrengen 11112833,,,,,,2026-04-19 22:39:15,,0,0,discovered
40,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112834,https://www.mafteiach.app/farbrengen/11112834,Farbrengen 11112834,,,,,,2026-04-19 22:39:15,,0,0,discovered
41,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112835,https://www.mafteiach.app/farbrengen/11112835,Farbrengen 11112835,,,,,,2026-04-19 22:39:15,,0,0,discovered
42,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112836,https://www.mafteiach.app/farbrengen/11112836,Farbrengen 11112836,,,,,,2026-04-19 22:39:15,,0,0,discovered
43,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112837,https://www.mafteiach.app/farbrengen/11112837,Farbrengen 11112837,,,,,,2026-04-19 22:39:15,,0,0,discovered
44,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112838,https://www.mafteiach.app/farbrengen/11112838,Farbrengen 11112838,,,,,,2026-04-19 22:39:15,,0,0,discovered
45,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112839,https://www.mafteiach.app/farbrengen/11112839,Farbrengen 11112839,,,,,,2026-04-19 22:39:15,,0,0,discovered
46,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112840,https://www.mafteiach.app/farbrengen/11112840,Farbrengen 11112840,,,,,,2026-04-19 22:39:15,,0,0,discovered
47,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112841,https://www.mafteiach.app/farbrengen/11112841,Farbrengen 11112841,,,,,,2026-04-19 22:39:15,,0,0,discovered
48,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112842,https://www.mafteiach.app/farbrengen/11112842,Farbrengen 11112842,,,,,,2026-04-19 22:39:15,,0,0,discovered
49,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112843,https://www.mafteiach.app/farbrengen/11112843,Farbrengen 11112843,,,,,,2026-04-19 22:39:15,,0,0,discovered
50,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112844,https://www.mafteiach.app/farbrengen/11112844,Farbrengen 11112844,,,,,,2026-04-19 22:39:15,,0,0,discovered
51,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112845,https://www.mafteiach.app/farbrengen/11112845,Farbrengen 11112845,,,,,,2026-04-19 22:39:15,,0,0,discovered
52,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112846,https://www.mafteiach.app/farbrengen/11112846,Farbrengen 11112846,,,,,,2026-04-19 22:39:15,,0,0,discovered
53,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112847,https://www.mafteiach.app/farbrengen/11112847,Farbrengen 11112847,,,,,,2026-04-19 22:39:15,,0,0,discovered
54,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112848,https://www.mafteiach.app/farbrengen/11112848,Farbrengen 11112848,,,,,,2026-04-19 22:39:15,,0,0,discovered
55,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112849,https://www.mafteiach.app/farbrengen/11112849,Farbrengen 11112849,,,,,,2026-04-19 22:39:15,,0,0,discovered
56,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112850,https://www.mafteiach.app/farbrengen/11112850,Farbrengen 11112850,,,,,,2026-04-19 22:39:15,,0,0,discovered
57,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112851,https://www.mafteiach.app/farbrengen/11112851,Farbrengen 11112851,,,,,,2026-04-19 22:39:15,,0,0,discovered
58,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112852,https://www.mafteiach.app/farbrengen/11112852,Farbrengen 11112852,,,,,,2026-04-19 22:39:15,,0,0,discovered
59,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112853,https://www.mafteiach.app/farbrengen/11112853,Farbrengen 11112853,,,,,,2026-04-19 22:39:15,,0,0,discovered
